id,title,label,latintoponym,pleiades,welchid,golvinid,buildingtype,chronogroup,secondcentury,capacity,modcountry,romanregion,zotero,amphitheatrum,dimensionsunknown,arenamajor,arenaminor,extmajor,extminor,exteriorheight,longitude,latitude,elevation
trierAmphitheater,Amphitheater at Trier,Trier,Augusta Treverorum,https://pleiades.stoa.org/places/108894,,41,amphitheater,third-century,TRUE,8742,Germany,belgica,VSSBREEF,https://amphi-theatrum.de/1494.html,FALSE,71,49,100,79,,6.649088,49.748052,168
susaAmphitheater,Amphitheater at Susa,Susa,Segusio,https://pleiades.stoa.org/places/167919,,15,amphitheater,imperial,TRUE,3015,Italy,alpes-cottiae,,https://amphi-theatrum.de/1494.html,FALSE,44,36,60,52,,7.04497,45.133185,546
ivreaAmphitheater,Amphitheater at Ivrea,Ivrea,Eporedia,https://pleiades.stoa.org/places/383642,,55,amphitheater,late-first-century,TRUE,8046,Italy,regio-xi,,https://amphi-theatrum.de/1502.html,FALSE,67,42,96,72,,7.887734,45.467767,240
bararusAmphitheater,Amphitheater at Bararus,Rougga,,https://pleiades.stoa.org/places/324673,,187,amphitheater,severan,FALSE,12100,Tunisia,proconsularis,,https://amphi-theatrum.de/1313.html,FALSE,63.75,37.5,98,73.5,,10.791226,35.211828,68
castraAlbanaAmphitheater,Amphitheater at Castra Albana,Albana Laziale,Castra Albana,https://pleiades.stoa.org/places/422885,,190,amphitheater,severan,FALSE,15538,Italy,regio-i,,https://amphi-theatrum.de/1567.html,FALSE,67.5,45,116.5,94,,12.66501,41.732637,454
sophiaAmphitheater,Amphitheater at Sophia,Sophia,Ulpia Serdica,https://pleiades.stoa.org/places/207439,,,amphitheater,post-severan,FALSE,20000,Bulgaria,thracia,,https://amphi-theatrum.de/1738.html,FALSE,60.5,43,,,,23.32865,42.697178,554
ptolemaisAmphitheater,Amphitheater at Ptolemais,Ptolemais,Ptolemais,https://pleiades.stoa.org/places/373879,,76,amphitheater,imperial,TRUE,10878,Libya,crete-et-cyrenaica,,https://amphi-theatrum.de/1509.html,FALSE,47.5,44.5,89,86,,20.945728,32.707953,12
toulouseAmphitheater,Amphitheater at Toulouse,Toulouse,Tolosa,https://pleiades.stoa.org/places/246694,,98,amphitheater,imperial,TRUE,16336,France,narbonensis,,https://amphi-theatrum.de/1524.html,FALSE,59,49,111,101,,1.397664,43.614808,149
caparraAmphitheater,Amphitheater at Caparra,Caparra,Municipium Flavium Caparense,https://pleiades.stoa.org/places/236405,,,amphitheater,imperial,TRUE,,Spain,lusitania,,https://amphi-theatrum.de/2791.html,FALSE,30,19,,,,-6.100049,40.164159,405
cordobaAmphitheater,Amphitheater at Cordoba,Cordoba,Colonia Patricia,https://pleiades.stoa.org/places/256128,,,amphitheater,first-century,TRUE,,Spain,baetica,,,FALSE,,,178,145,,-4.788888,37.884183,125
ateguaAmphitheater,Amphitheater at Ancient Ategua,Ategua,Ategua,https://pleiades.stoa.org/places/265808,,,amphitheater,first-century,TRUE,6000,Spain,,,,FALSE,27,,44,,,-4.573101,37.755197,295
lillebonnAmphitheater,Amphitheater at Lillebonne,Lillebonne,Iuliobona,https://pleiades.stoa.org/places/109069,,19,gallo-roman-amphitheater,first-century,FALSE,7245,France,lugdunensis,,https://amphi-theatrum.de/1482.html,FALSE,48,45,78,75,,0.536724,49.517759,19
besanconAmphitheater,Amphitheater at Besançon,Besançon,Vesontio,https://pleiades.stoa.org/places/177657,,158,amphitheater,second-century,TRUE,13816,France,germania-superior,8LNKGJPW,https://amphi-theatrum.de/1551.html,FALSE,62,37,110,85,,6.015942,47.239027,246
limogesAmphitheater,Amphitheater at Limoges,Limoges,Augustoritum,https://pleiades.stoa.org/places/138203,,156,amphitheater,second-century,TRUE,24795,France,aquitania,LD7NNHSG,https://amphi-theatrum.de/1549.html,FALSE,68,48,137,116,,1.251841,45.830474,304
poitiersAmphitheater,Amphitheater at Poitiers,Poitiers,Limonum Pictonum,https://pleiades.stoa.org/places/138422,,137,amphitheater,julio-claudian,TRUE,33250,France,aquitania,LD7NNHSG,https://amphi-theatrum.de/1381.html,FALSE,72,47,156,130,,0.339589,46.57815,119
reimsAmphitheater,Amphitheater at Reims,Reims,Durocortorum,https://pleiades.stoa.org/places/108945,,,amphitheater,imperial,TRUE,,France,belgica,,https://amphi-theatrum.de/1394.html,FALSE,,,122,100,,4.018775,49.261265,80
rodezAmphitheater,Amphitheater at Rodez,Rodez,Segodunum,https://pleiades.stoa.org/places/138579,,22,amphitheater,imperial,TRUE,18546,France,aquitania,LD7NNHSG,https://amphi-theatrum.de/1484.html,FALSE,42,30,110,97,,2.571162,44.353698,611
milanAmphitheater,Amphitheater at Milan,Milan,Mediolanum,https://pleiades.stoa.org/places/383706,,97,amphitheater,first-century,TRUE,31649,Italy,regio-xi,,https://amphi-theatrum.de/1523.html,FALSE,74,44,155,125,,9.178518,45.456898,116
aquileiaAmphitheater,Amphitheater at Aquileia,Aquileia,Aquileia,https://pleiades.stoa.org/places/187290,,141,amphitheater,flavian,TRUE,26114,Italy,regio-x,,https://amphi-theatrum.de/2678.html,FALSE,72,46,142,118,,13.370713,45.768239,2
paduaAmphitheater,Amphitheater at Padua,Padua,Patavium,https://pleiades.stoa.org/places/393473,,90,amphitheater,julio-claudian,TRUE,7256,Italy,regio-x,,https://amphi-theatrum.de/1399.html,FALSE,76.4,39.5,102.5,65.5,,11.879039,45.411483,17
lecceAmphitheater,Amphitheater at Lecce,Lecce,Lupiae,https://pleiades.stoa.org/places/442642,,133,amphitheater,trajanic,TRUE,13440,Italy,regio-ii,,https://amphi-theatrum.de/1389.html,FALSE,53.1,34.2,101.9,83,,18.172733,40.352463,51
terminiImereseAmphitheater,Amphitheater at Termini Imerese,Termini,Thermae Himerae,https://pleiades.stoa.org/places/462513,,164,amphitheater,flavian,TRUE,26114,Italy,sicilia,,https://amphi-theatrum.de/1555.html,FALSE,53,30,98,75,,13.695186,37.983696,76
sanBenedettoDeiMarsiAmphitheater,Amphitheater at San Benedetto dei Marsi,San Benedetto,Marruvium,https://pleiades.stoa.org/places/432927,,,amphitheater,imperial,TRUE,,Italy,regio-iv,9GGW7DWK,https://amphi-theatrum.de/1601.html,FALSE,,,101,,,13.627505,42.006504,683
monteleoneAmphitheater,Amphitheater at Monteleone,Monteleone,Trebula Mutuesca,https://pleiades.stoa.org/places/413350,,58,amphitheater,second-century,TRUE,,Italy,regio-iv,,https://amphi-theatrum.de/1504.html,FALSE,61,35,94,66,,12.867528,42.228444,495
bolsenaAmphitheater,Amphitheater at Bolsena,Bolsena,Volsinii Novi,https://pleiades.stoa.org/places/413389,,163,amphitheater,flavian,TRUE,11000,Italy,regio-vii,,https://amphi-theatrum.de/1554.html,FALSE,59,42,100,84,,11.990158,42.650243,417
anconaAmphitheater,Amphitheater at Ancona,Ancona,Ancona,https://pleiades.stoa.org/places/413014,,78,amphitheater,julio-claudian,TRUE,14168,Italy,regio-v,,https://amphi-theatrum.de/1396.html,FALSE,67,53,111,97,,13.511791,43.624604,54
ascoliPicenoAmphitheater,Amphitheater at Ascoli Picenum,Ascoli,Asculum Picenum,https://pleiades.stoa.org/places/413036,,91,amphitheater,imperial,TRUE,,Italy,regio-v,,https://amphi-theatrum.de/2861.html,FALSE,,,148,125,,13.570767,42.855655,157
beneventoAmphitheater,Amphitheater at Benevento,Benevento,Beneventum,https://pleiades.stoa.org/places/432721,,,amphitheater,republican,TRUE,,Italy,regio-ii,,https://amphi-theatrum.de/1776.html,TRUE,,,,,,14.781523,41.130009,166
calviRisortaAmphitheater,Amphitheater at Calvi Risorta,Calvi Risorto,Cales,https://pleiades.stoa.org/places/432739,6,,amphitheater,republican,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1462.html,FALSE,87,,110,72,,14.137993,41.202429,89
sanVittorinoAmphitheater,Amphitheater at San Vittorino,San Vittorino,Amiternum,https://pleiades.stoa.org/places/413013,,166,amphitheater,first-century,TRUE,20000,Italy,regio-iv,WU8WU448,https://amphi-theatrum.de/1557.html,FALSE,64,42,90,68,,13.306027,42.400531,672
beziersAmphitheater,Amphitheater at Béziers,Béziers,Baeterrae,https://pleiades.stoa.org/places/148056,,159,amphitheater,imperial,TRUE,8601,France,narbonensis,LD7NNHSG,https://amphi-theatrum.de/1405.html,FALSE,104,74,74,44,,3.214026,43.339589,56
agenAmphitheater,Amphitheater at Agen,Agen,Aginnum,https://pleiades.stoa.org/places/138169,,161,amphitheater,imperial,TRUE,,France,aquitania,,https://amphi-theatrum.de/1552.html,TRUE,,,,,,0.622122,44.206545,52
narbonneAmphitheater,Amphitheater at Narbonne,Narbonne,Narbo,https://pleiades.stoa.org/places/246347,,162,amphitheater,flavian,TRUE,,France,narbonensis,LD7NNHSG,,FALSE,75,46.6,121.6,93.2,,3.010181,43.184873,14
amiensAmphitheater,Amphitheater at Amiens,Amiens,Samarobriva Ambianorum,https://pleiades.stoa.org/places/109321,,102,amphitheater,second-century,TRUE,17848,France,belgica,,https://amphi-theatrum.de/1384.html,FALSE,55,42,114,100,,2.293485,49.8944,32
meauxAmphitheater,Amphitheater at Meaux,Meaux,Iatinon,https://pleiades.stoa.org/places/109059,,,amphitheater,imperial,TRUE,,France,lugdunensis,,https://amphi-theatrum.de/2416.html,TRUE,,,,,,2.883491,48.970006,50
chartresAmphitheater,Amphitheater at Chartres,Chartres,Autricum,https://pleiades.stoa.org/places/108778,,109,amphitheater,imperial,TRUE,,France,lugdunensis,,https://amphi-theatrum.de/1382.html,TRUE,,,,,,1.48926,48.450069,140
senlisAmphitheater,Amphitheater at Senlis,Senlis,Augustomagus,https://pleiades.stoa.org/places/108776,,21,amphitheater,first-century,TRUE,10000,France,belgica,,https://amphi-theatrum.de/1483.html,FALSE,41.5,34.45,90,83,,2.575376,49.205169,64
tanetoAmphitheater,Amphitheater at Taneto,Taneto,Tannetum,https://pleiades.stoa.org/places/383791,,,amphitheater,imperial,TRUE,,Italy,regio-viii,,https://amphi-theatrum.de/2774.html,FALSE,40,25,50,38,,10.446891,44.76949,49
toursAmphitheater,Amphitheater at Tours,Tours,Caesarodunum Turonum,https://pleiades.stoa.org/places/138255,,54,amphitheater,hadrianic,TRUE,34000,France,lugdunensis,LD7NNHSG,https://amphi-theatrum.de/1383.html,FALSE,68,50,156,134,,0.696233,47.395342,59
caistorStEdmundAmphitheater,Amphitheater at Caistor Saint Edmund,Caistor St. Edmund,Venta Icenorum,https://pleiades.stoa.org/places/79735,,,amphitheater,imperial,TRUE,,United Kingdom,britannia,,https://amphi-theatrum.de/1986.html,FALSE,38,32,,,,1.288445,52.579764,7
capuaRepublicanAmphitheater,Republican Amphitheater at Capua,Capua I,Capua,https://pleiades.stoa.org/places/432754,2,,amphitheater,republican,FALSE,,Italy,regio-i,,https://amphi-theatrum.de/2081.html,FALSE,,,112,81,,14.250309,41.084593,37
capuaImperialAmphitheater,Imperial Amphitheater at Capua,Capua II,Capua,https://pleiades.stoa.org/places/432754,,179,amphitheater,flavian,TRUE,37000,Italy,regio-i,WVCF7L6K,https://amphi-theatrum.de/2082.html,FALSE,76.12,45.83,165,135,,14.250089,41.085935,34
liternoAmphitheater,Amphitheater at Literno,Literno,Liternum,https://pleiades.stoa.org/places/432911,3,,amphitheater,republican,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1862.html,TRUE,,,,,,14.0304,40.920949,9
noleAmphitheater,Amphitheater at Nole,Nole,Nola,https://pleiades.stoa.org/places/432981,13,,amphitheater,republican,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1594.html,FALSE,,,138,108,,14.52054,40.927702,35
silchesterAmphitheater,Amphitheater at Silchester,Silchester,Calleva Atrebatum,https://pleiades.stoa.org/places/79368,,40,amphitheater,second-century,TRUE,7147,United Kingdom,britannia,,https://amphi-theatrum.de/1493.html,FALSE,49,40,80,70,,-1.07547,51.358881,91
dorchesterAmphitheater,Amphitheater at Dorchester / Maumbury Henge,Maumbury,Durnovaria,https://pleiades.stoa.org/places/79431,,34,amphitheater,flavian,TRUE,7952,United Kingdom,britannia,,https://amphi-theatrum.de/1491.html,FALSE,58,47,80,77,,-2.440246,50.708044,78
bragaAmphitheater,Amphitheater at Braga,Braga,Bracara Augusta,https://pleiades.stoa.org/places/236377,,,amphitheater,imperial,TRUE,,Portugal,tarraconensis,,,TRUE,,,,,,-8.430075,41.546669,175
sisapoAmphitheater,Amphitheater at Sisapo,Sisapo,,https://pleiades.stoa.org/places/266043,,,amphitheater,imperial,TRUE,,Spain,baetica,,,TRUE,,,,,,-4.516667,38.645833,659
leonAmphitheater,Amphitheater at León,León,Legio,https://pleiades.stoa.org/places/236512,,,amphitheater,imperial,TRUE,,Spain,tarraconensis,,,FALSE,60,40,90,70,,-5.566944,42.598889,846
autunAmphitheater,Amphitheater at Autun,Autun,Augustodunum,https://pleiades.stoa.org/places/177460,,157,amphitheater,flavian,TRUE,32189,France,lugdunensis,,https://amphi-theatrum.de/2680.html,FALSE,74,49,154,130,,4.310856,46.953003,317
xantenAmphitheater,Amphitheater at Xanten,Xanten,Colonia Ulpia Traiana,https://pleiades.stoa.org/places/108896,,167,amphitheater,imperial,TRUE,10000,Germany,germania-inferior,LD7NNHSG,https://amphi-theatrum.de/1450.html,FALSE,58.5,49,96.5,87,,6.451386,51.667172,21
arnsburgAmphitheater,Amphitheater at Arnsburg,Arnsburg,,https://pleiades.stoa.org/places/118575,,,amphitheater,imperial,TRUE,,Germany,germania-superior,,https://amphi-theatrum.de/1896.html,FALSE,,,32,,,8.787954,50.485657,163
ierapetraAmphitheater,Amphitheater at Ierapetra,Ierapetra,Hierapytna,https://pleiades.stoa.org/places/589807,,,amphitheater,imperial,TRUE,,Greece,crete-et-cyrenaica,WFYFFL7L,https://amphi-theatrum.de/2128.html,FALSE,,,107,87,,25.745132,35.011385,4
kunzingAmphitheater,Amphitheater at Künzing,Künzing,Quintana,https://pleiades.stoa.org/places/118919,,,amphitheater,imperial,TRUE,,Germany,raetia,,https://amphi-theatrum.de/1876.html,FALSE,,,42,31,,13.082821,48.667088,308
noceraSuperioreAmphitheater,Amphitheater at Nocera Superiore,Nocera,Nuceria Alfaterna,https://pleiades.stoa.org/places/432985,,84,amphitheater,imperial,TRUE,21162,Italy,regio-i,,https://amphi-theatrum.de/1515.html,FALSE,58,34,125,102,,14.657022,40.74575,50
perugiaAmphitheater,Amphitheater at Perugia,Perugia,Perusia,https://pleiades.stoa.org/places/413248,,,amphitheater,imperial,TRUE,,Italy,regio-vi,,,TRUE,,,,,,12.389066,43.107941,451
bobadelaAmphitheater,Amphitheater at Bobadela,Bobadela,Elbocoris,https://pleiades.stoa.org/places/236458,,,amphitheater,flavian,TRUE,,Portugal,lusitania,,https://amphi-theatrum.de/1975.html,FALSE,50,40,,,,-7.893572,40.361088,383
sopronAmphitheater,Amphitheater at Sopron,Sopron,Scarabantia,https://pleiades.stoa.org/places/197501,,53,amphitheater,imperial,TRUE,,Hungary,pannonia,,https://amphi-theatrum.de/1456.html,FALSE,,,93,,,16.589397,47.692813,237
nyonAmphitheater,Amphitheater at Nyon,Nyon,Noviodunum,https://pleiades.stoa.org/places/177496,,,amphitheater,imperial,TRUE,,Switzerland,germania-superior,,https://amphi-theatrum.de/1905.html,FALSE,,,56,40,,6.241301,46.383464,391
bernAmphitheater,Amphitheater at Bern,Bern,Bremodorum,https://pleiades.stoa.org/places/177471,,42,amphitheater,imperial,TRUE,1946,Switzerland,germania-superior,,https://amphi-theatrum.de/1495.html,FALSE,27.6,23.5,42.6,38.5,,7.451179,46.975715,547
dambachAmphitheater,Amphitheater at “Dambach”,Dambach,,https://pleiades.stoa.org/places/118638,,,oval-structure,imperial,TRUE,,Germany,raetia,,https://amphi-theatrum.de/1792.html,FALSE,,,49.5,48.5,,10.58318,49.104033,463
burnumAmphitheater,Amphitheater at Burnum,Burnum,Burnum,https://pleiades.stoa.org/places/197184,,,amphitheater,imperial,TRUE,,Croatia,dalmatia,,https://amphi-theatrum.de/1878.html,FALSE,43,32,80,65,,16.018169,44.019098,250
gleisdorfAmphitheater,Amphitheater at Gleisdorf,Gleisdorf,,https://pleiades.stoa.org/places/197284,,,amphitheater,imperial,TRUE,,Austria,noricum,EGZ5XRE9,https://amphi-theatrum.de/2424.html,TRUE,,,,,,15.707727,47.111055,365
skikdaAmphitheater,Amphitheater at Skikda,Skikda,Rusicade,https://pleiades.stoa.org/places/305137,,72,amphitheater,second-century,TRUE,8000,Algeria,mauretania,,https://amphi-theatrum.de/1505.html,FALSE,57,38.5,77.3,58.8,,6.91383,36.876413,38
bostraAmphitheater,Amphitheater at Bosra,Bosra,Nova Trajana Bostra,https://pleiades.stoa.org/places/678073,,,amphitheater,imperial,TRUE,,Syria,syria,,https://amphi-theatrum.de/2002.html,FALSE,,,120,75,,36.479844,32.517923,845
palmyraAmphitheater,Possible Amphitheater at Palmyra,Palmyra,Palmyra,https://pleiades.stoa.org/places/668331,,,amphitheater,imperial,TRUE,,Syria,syria,KEWYWH4L,,TRUE,,,,,,38.273763,34.553789,408
stMarcelAmphitheater,Amphitheater at Saint Marcel,St. Marcel,Argentomagus,https://pleiades.stoa.org/places/138192,,,amphitheater,imperial,TRUE,,France,aquitania,,https://amphi-theatrum.de/1618.html,FALSE,,,80,,,1.518328,46.601549,150
metzAmphitheater,Amphitheater at Metz,Metz, Divodurum,https://pleiades.stoa.org/places/108928,,170,amphitheater,late-first-early-second-century,TRUE,30816,France,belgica,,https://amphi-theatrum.de/1395.html,FALSE,65,41,148,125,,6.181932,49.107645,171
grandHalfAmphitheater,Half Amphitheater at Grand,Grand,Grannum,https://pleiades.stoa.org/places/109016,,,gallo-roman-amphitheater,third-century,FALSE,17000,France,belgica,,,FALSE,50,41,179,,,5.49096,48.385217,371
albengaAmphitheater,Amphitheater at Albenga,Albenga,Albingaunum,https://pleiades.stoa.org/places/157803,,74,amphitheater,imperial,TRUE,3926,Italy,regio-vii,,https://amphi-theatrum.de/1508.html,FALSE,50,30,70,50,,8.211019,44.043709,44
aquinoAmphitheater,Amphitheater at Aquino,Aquino,Aquinum,https://pleiades.stoa.org/places/432695,,147,amphitheater,imperial,TRUE,17789,Italy,regio-i,,https://amphi-theatrum.de/1546.html,FALSE,55,36,115,96,,13.691338,41.49469,111
bourgesAmphitheater,Amphitheater at Bourges,Bourges,Avaricum,https://pleiades.stoa.org/places/138207,,160,amphitheater,imperial,TRUE,,France,aquitania,LD7NNHSG,https://amphi-theatrum.de/1380.html,FALSE,,,108,70,,2.390815,47.084496,133
chassenonAmphitheater,Amphitheater at Chassenon,Chassenon,Cassinomagus,https://pleiades.stoa.org/places/138275,,,gallo-roman-amphitheater,imperial,FALSE,,France,aquitania,WN2TA6QT,,FALSE,60,40,,,,0.768913,45.850749,217
drevantAmphitheater,Amphitheater at Drevant,Drevant,Derventum,https://pleiades.stoa.org/places/138327,,,gallo-roman-amphitheater,imperial,TRUE,,France,aquitania,,,FALSE,25,,56,,,2.522625,46.693079,164
seressiAmphitheater,Amphitheater at Seressi,Seressi,Seressi,https://pleiades.stoa.org/places/315150,,66,amphitheater,second-century,TRUE,7200,Tunisia,proconsularis,,,FALSE,51.5,40.7,76,65.2,,9.775766,36.16351,471
chemtouAmphitheater,Amphitheater at Chemtou,Chemtou,Simmithus,https://pleiades.stoa.org/places/315174,,67,amphitheater,second-century,TRUE,6500,Tunisia,proconsularis,7HMLD8GA,,FALSE,37.6,22.5,60,44.8,,8.580552,36.490426,171
bekaltaAmphitheater,Amphitheater at Bekalta,Bekalta,Thapsus,https://pleiades.stoa.org/places/324827,,185,amphitheater,second-century,TRUE,4400,Tunisia,proconsularis,,https://amphi-theatrum.de/1333.html,FALSE,67,43,80,58,,11.042371,35.619149,3
sidiBouArkoubAmphitheater,Amphitheater at Sidi bou Arkoub,Sidi bou Arkoub,Thimisua,https://pleiades.stoa.org/places/315211,,,amphitheater,imperial,TRUE,3200,Tunisia,proconsularis,,,FALSE,38,22,56,38,,9.31926,36.310778,277
genzanoPrivateAmphitheater,Private Amphitheater at Genzano,Genzano,,https://pleiades.stoa.org/places/422838,,,amphitheater,second-century,TRUE,1300,Italy,regio-i,,,FALSE,,,61,40,,12.696433,41.69286,370
ainHedjahAmphitheater,Amphitheater at Ain Hedjah,Ain Hedjah,Agbia,https://pleiades.stoa.org/places/314857,,64,amphitheater,second-century,TRUE,3000,Tunisia,proconsularis,,https://amphi-theatrum.de/1312.html,FALSE,43,28,57,42,,9.230632,36.391031,412
terracinaAmphitheater,Amphitheater at Terracina,Terracina,Tarracina,https://pleiades.stoa.org/places/433143,,148,amphitheater,first-century,TRUE,,Italy,regio-i,,https://amphi-theatrum.de/1547.html,FALSE,,,90,68,,13.247049,41.287691,10
uticaAmphitheater,Amphitheater at Utica,Utica,Utica,https://pleiades.stoa.org/places/315248,,61,amphitheater,hadrianic,TRUE,17100,Tunisia,proconsularis,,https://amphi-theatrum.de/2503.html,FALSE,80,60,118,98,,10.057188,37.052472,29
tebourbaAmphitheater,Amphitheater at Thuburbo Minus,Thuburbo Minus,Thuburbo Minus,https://pleiades.stoa.org/places/315219,,69,amphitheater,second-century,TRUE,,Tunisia,proconsularis,,https://amphi-theatrum.de/1341.html,TRUE,,,,,,9.835436,36.827708,43
hencherElKasbatAmphitheater,Amphitheater at Henchir el Kasbat,Thuburbo Maius,Thuburbo Maius,https://pleiades.stoa.org/places/315220,,121,amphitheater,second-century,TRUE,7500,Tunisia,proconsularis,,https://amphi-theatrum.de/1340.html,FALSE,46,33,74,61,,9.905668,36.398153,201
espejoAmphitheater,Amphitheater at Espejo,Espejo,Ucubi,https://pleiades.stoa.org/places/266081,,11,amphitheater,caesarean,TRUE,,Spain,baetica,,https://amphi-theatrum.de/1472.html,FALSE,35,,,,,-4.554198,37.683989,352
hencherZembraAmphitheater,Amphitheater at Henchir Zembra,Ulisippira,Ulisippira,https://pleiades.stoa.org/places/324839,,70,amphitheater,second-century,TRUE,5400,Tunisia,proconsularis,,https://amphi-theatrum.de/1346.html,FALSE,48,32,69,53,,10.441193,35.958583,21
botriaAmphitheater,Amphitheater at Botria,Acholla,Acholla,https://pleiades.stoa.org/places/324653,,118,amphitheater,second-century,TRUE,11600,Tunisia,proconsularis,,https://amphi-theatrum.de/1311.html,FALSE,58,54,90,86,,11.018944,35.075962,2
tipasaAmphitheater,Amphitheater at Tipasa,Tipasa,Tipasentium,https://pleiades.stoa.org/places/295363,,130,amphitheater,late-second-century,TRUE,4398,Algeria,mauretania,,https://amphi-theatrum.de/1536.html,FALSE,57,35,77,55,,2.445456,36.593152,16
bullaRegiaAmphitheater,Amphitheater at Bulla Regia,Bulla Regia,Bulla Regia,https://pleiades.stoa.org/places/314912,,117,amphitheater,late-second-century,TRUE,9700,Tunisia,proconsularis,,https://amphi-theatrum.de/1314.html,FALSE,34,30,74,66,,8.762598,36.564169,227
pupputAmphitheater,Amphitheater at Pupput,Pupput,Pupput,https://pleiades.stoa.org/places/315121,,298,amphitheater,imperial,TRUE,,Tunisia,proconsularis,,https://amphi-theatrum.de/1326.html,FALSE,45,36,,,,10.5626,36.3929,4
siccaVeneriaAmphitheater,Amphitheater at Sicca Veneria,Sicca Veneria,Sicca Veneria,https://pleiades.stoa.org/places/315152,,183,amphitheater,imperial,TRUE,11300,Tunisia,proconsularis,,https://amphi-theatrum.de/1329.html,FALSE,70,50,100,80,,8.715302,36.18536115,748
thibariAmphitheater,Amphitheater at Thibari,Thibari,Thibari,https://pleiades.stoa.org/places/315201,,62,amphitheater,imperial,TRUE,6300,Tunisia,proconsularis,,https://amphi-theatrum.de/1337.html,FALSE,30.8,21,61.2,51.5,,9.083712,36.504836,282
portusOvalStructure,Oval Structure at Portus,Portus Oval Structure,Portus,https://pleiades.stoa.org/places/423012,,,oval-structure,second-century,FALSE,2000,Italy,regio-i,VM28C388,,FALSE,,,42,38,,12.25809,41.781816,2
montbouyGalloRomanAmphitheater,Gallo-Roman Amphitheater at Montbouy,Montbouy,,https://pleiades.stoa.org/places/138468,,,gallo-roman-amphitheater,imperial,FALSE,,France,lugdunensis,,,FALSE,48,31,,,,2.819017,47.87286,122
statiliusTaurusAmphitheater,Amphitheater of Statilius Taurus,Statilius Taurus,,https://pleiades.stoa.org/places/423025,,,amphitheater,augustan,FALSE,,Italy,regio-i,,https://amphi-theatrum.de/1476.html,TRUE,,,,,,12.469869,41.899614,22
hisaryaAmphitheater,Amphitheater at Hisarya,Hisarya,Diocletianopolis,https://pleiades.stoa.org/places/216792,,,amphitheater,imperial,TRUE,,Bulgaria,thracia,,https://amphi-theatrum.de/2003.html,FALSE,41,,,,,24.703104,42.500071,362
mesarafeltaAmphitheater,Amphitheater at Mesarfelta,Mesarfelta,Mesarfelta,https://pleiades.stoa.org/places/334592,,45,amphitheater,second-century,TRUE,,Algeria,mauretania,FPC6XYXG,https://amphi-theatrum.de/1446.html,TRUE,,,,,,5.592835,35.036203,271
tigavaCastraAmphitheater,Amphitheater at Tigava Castra,Tigava Castra,Tigava Castra,https://pleiades.stoa.org/places/295357,,46,amphitheater,second-century,TRUE,2300,Algeria,mauretania,,https://amphi-theatrum.de/1498.html,FALSE,44,26,56,37,,1.651389,36.23195,151
carpisAmphitheater,Amphitheater at Carpis,Carpis,Carpis,https://pleiades.stoa.org/places/314920,,65,amphitheater,second-century,TRUE,,Tunisia,proconsularis,,https://amphi-theatrum.de/1316.html,TRUE,,,,,,10.557673,36.760727,29
altinumAmphitheater,Amphitheater at Altinum,Altinum,Altinum,https://pleiades.stoa.org/places/393374,,,amphitheater,imperial,TRUE,,Italy,regio-x,,,FALSE,80,58,143,103,,12.399911,45.548996,1
augustaBagiennorumAmphitheater,Amphitheater at Augusta Benniorum,Augusta Bagiennorum,Augusta Bagiennorum,https://pleiades.stoa.org/places/383578,,79,amphitheater,julio-claudian,TRUE,,Italy,regio-ix,,https://amphi-theatrum.de/1511.html,FALSE,,,104,78,,7.85031,44.556438,340
aostaAmphitheater,Amphitheater at Aosta,Aosta,Augusta Praetoria,https://pleiades.stoa.org/places/383579,,132,amphitheater,julio-claudian,TRUE,9770,Italy,regio-xi,,https://amphi-theatrum.de/2745.html,FALSE,42,31,86,76,,7.323481,45.740914,595
faleriiNoviAmphitheater,Amphitheater at Falerii Novi,Falerii Novi,Falerii Novi,https://pleiades.stoa.org/places/413125,,146,amphitheater,augustan,TRUE,7986,Italy,regio-vii,,https://amphi-theatrum.de/1545.html,FALSE,54.3,32.7,88,66.4,,12.361043,42.302681,198
riminiAmphitheater,Amphitheater at Rimini,Rimini,Ariminum,https://pleiades.stoa.org/places/393379,,172,amphitheater,hadrianic,TRUE,13967,Italy,regio-viii,,https://amphi-theatrum.de/1404.html,FALSE,73.76,42.52,117.72,88.08,,12.575144,44.060057,5
imolaAmphitheater,Amphitheater at Imola,Imola,Forum Cornelii,https://pleiades.stoa.org/places/393424,,56,amphitheater,imperial,TRUE,11914,Italy,regio-viii,,,FALSE,67,40,108,81,,11.711992,44.353673,53
venosaAmphitheater,Amphitheater at Venosa,Venosa,Venusia,https://pleiades.stoa.org/places/442847,,,amphitheater,imperial,TRUE,10602,Italy,regio-ii,,https://amphi-theatrum.de/1517.html,FALSE,58,37,98,77,,15.826303,40.969693,402
teramoAmphitheater,Amphitheater at Teramo,Teramo,Interamnia Praetuttiorum,https://pleiades.stoa.org/places/413179,,57,amphitheater,imperial,TRUE,,Italy,regio-v,,https://amphi-theatrum.de/1406.html,FALSE,,,73.93,56.16,,13.703278,42.658183,273
velleiaAmphitheater,Amphitheater at Velleia,Velleia,Veleia,https://pleiades.stoa.org/places/383811,,14,amphitheater,julio-claudian,TRUE,2901,Italy,regio-viii,,https://amphi-theatrum.de/1479.html,FALSE,37,25.5,54.85,44.1,,9.723475,44.785084,476
